Handle,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",SKU,grn_inventory
813424022011-acure-brightening-glow-lotion-8-fl-oz,Title,"Default Title",,,,,KHFM00335476,163
854049002132-acure-brightening-glowing-serum-1-fl-oz,Title,"Default Title",,,,,KHFM00281583,0
813424022912-acure-brightening-super-greens-serum-10-ml,Title,"Default Title",,,,,KHRM00367032,0
813424022493-acure-brightening-vitamin-c-and-ferulic-acid-serum-1-fo,Title,"Default Title",,,,,KHRM00367064,0
813424022417-acure-brightening-vitamin-c-superfine-mist-2-fo,Title,"Default Title",,,,,KHRM00369107,0
854049002057-acure-brilliantly-brightening-cleansing-gel-4-fl-oz,Title,"Default Title",,,,,KHFM00281572,274
813424020147-acure-brilliantly-brightening-coconut-cleansing-towelettes-30-towelettes,Title,"Default Title",,,,,KHFM00288346,541
813424020253-acure-brilliantly-brightening-eye-contour-gel-0-5-fl-oz,Title,"Default Title",,,,,KHFM00288393,83
854049002293-acure-brilliantly-brightening-face-mask-1-7-fl-oz,Title,"Default Title",,,,,KHFM00281558,12
854049002064-acure-brilliantly-brightening-facial-scrub-4-fl-oz,Title,"Default Title",,,,,KHFM00281564,0
854049002095-acure-brilliantly-brightening-night-cream-1-7-fl-oz,Title,"Default Title",,,,,KHFM00281562,223
813424022622-acure-buildup-balancing-hemp-acv-shampoo-8-fo,Title,"Default Title",,,,,KHRM00360965,295
813424022486-acure-cleanser-ultr-hyd-grn-jce-4-fo,Title,"Default Title",,,,,KHRM00362924,148
813424021380-acure-cleansing-clay-chrcl-lmnd-4-fo,Title,"Default Title",,,,,KHRM00339501,166
813424022639-acure-conditnr-buildup-balancng-8-fo,Title,"Default Title",,,,,KHRM00360967,196
813424022820-acure-conditnr-coconut-8-fo,Title,"Default Title",,,,,KHRM00354735,393
813424021601-acure-conditnr-detox-defy-8-fo,Title,"Default Title",,,,,KHRM00354799,0
813424022615-acure-conditnr-ionic-blonde-8-fo,Title,"Default Title",,,,,KHRM00360962,55
813424022677-acure-conditnr-juice-clns-sprfr-8-fo,Title,"Default Title",,,,,KHRM00360963,113
813424022806-acure-conditnr-lemongrass-8-fo,Title,"Default Title",,,,,KHRM00354733,203
813424021625-acure-conditnr-unicrn-shmmr-clr-8-fo,Title,"Default Title",,,,,KHRM00345373,215
813424022783-acure-conditnr-utr-hyd-argan-8-fo,Title,"Default Title",,,,,KHRM00354542,553
813424022868-acure-conditnr-vlm-pepprmint-8-fo,Title,"Default Title",,,,,KHRM00354800,416
813424022653-acure-conditnr-watermln-daily-8-fo,Title,"Default Title",,,,,KHRM00361095,189
813424021588-acure-conditnr-wave-curl-color-8-fo,Title,"Default Title",,,,,KHRM00345374,337
854049002088-acure-cream-day-brightening-1-7-oz,Title,"Default Title",,,,,KHRM00281573,0
813424021489-acure-cream-day-rjvntng-spf30-1-7-fo,Title,"Default Title",,,,,KHRM00339521,114
813424022479-acure-cream-hydrating-overnight-1-7-fo,Title,"Default Title",,,,,KHRM00367244,108
813424021540-acure-cream-whpd-nght-rejvntng-1-7-fo,Title,"Default Title",,,,,KHRM00339518,225
813424020888-acure-curiously-clarifying-conditioner-lemongrass-argan-12-fl-oz,Title,"Default Title",,,,,KHFM00315362,0
813424022790-acure-curiously-clarifying-shampoo-8-fo,Title,"Default Title",,,,,KHRM00354732,462
813424022646-acure-daily-workout-shampoo-8-fo,Title,"Default Title",,,,,KHRM00360968,171
813424021151-acure-deodorant-cedarwood-mint-2-25-oz,Title,"Default Title",,,,,KHFM00331875,223
813424021168-acure-deodorant-fragrance-free-2-2-oz,Title,"Default Title",,,,,KHFM00331864,226
813424021137-acure-deodorant-lavender-coconut-2-2-oz,Title,"Default Title",,,,,KHFM00331874,161
813424021144-acure-deodorant-lemon-verbena-2-25-oz,Title,"Default Title",,,,,KHFM00331863,152
813424021397-acure-detox-depuff-charcoal-lemonade-under-eye-hydrogels-1-ea,Title,"Default Title",,,,,KHRM00339042,0
813424021595-acure-detox-defy-color-wellness-shampoo-8-fo,Title,"Default Title",,,,,KHRM00354798,0
813424020383-acure-dry-shampoo-brunette-to-dark-hair-1-7-oz,Title,"Default Title",,,,,KHRM00292245,0
813424021984-acure-everyday-eczema-unscented-lotion-8-fl-oz,Title,"Default Title",,,,,KHFM00335473,289
813424020994-acure-facial-cloud-cream-soothing-1-7-fo,Title,"Default Title",,,,,KHLV00313690,0
813424020239-acure-incredibly-clear-acne-spot-0-5-fl-oz,Title,"Default Title",,,,,KHFM00288394,127
813424021403-acure-incredibly-clear-charcoal-lemonade-facial-scrub-4-fo,Title,"Default Title",,,,,KHRM00339497,112
813424021267-acure-incredibly-clear-cleansing-stick-2-oz,Title,"Default Title",,,,,KHFM00313699,0
854049002118-acure-incredibly-clear-mattifying-moisturizer-1-7-fl-oz,Title,"Default Title",,,,,KHFM00281579,0
813424022608-acure-ionic-blonde-shampoo-8-fo,Title,"Default Title",,,,,KHRM00361094,72
813424022660-acure-juice-cleanse-supergreens-adaptogens-shampoo-8-fo,Title,"Default Title",,,,,KHRM00361096,214
813424022004-acure-lotion-calming-itch-irritation-8-fo,Title,"Default Title",,,,,KHFM00335475,153
813424021458-acure-mask-biocellulose-brightening-1-ea,Title,"Default Title",,,,,KHFM00322329,1
813424021236-acure-mask-incredibly-clear-sheet-1-ea,Title,"Default Title",,,,,KHFM00322262,0
854049002323-acure-organic-dry-shampoo-1-7-oz,Title,"Default Title",,,,,KHFM00281571,95
813424020000-acure-organic-radically-rejuvenating-rose-argan-oil-1-fl-oz,Title,"Default Title",,,,,KHFM00288333,310
813424020123-acure-organic-the-essentials-rosehip-oil-1-fl-oz,Title,"Default Title",,,,,KHFM00288339,136
854049002170-acure-radically-rejuvenating-cleansing-cream-4-fl-oz,Title,"Default Title",,,,,KHFM00281559,221
854049002156-acure-radically-rejuvenating-eye-cream-1-fl-oz,Title,"Default Title",,,,,KHFM00281585,175
813424020222-acure-radically-rejuvenating-face-mask-1-7-fl-oz,Title,"Default Title",,,,,KHFM00288331,12
813424020215-acure-radically-rejuvenating-facial-scrub-4-fl-oz,Title,"Default Title",,,,,KHFM00288330,218
813424021274-acure-radically-rejuvenating-under-eye-hydrogels-1-ea,Title,"Default Title",,,,,KHRM00322259,852
813424022271-acure-radically-rejuvenating-witch-hazel-toner-2-fo,Title,"Default Title",,,,,KHRM00369106,0
813424022738-acure-scrub-body-brightening-6-fo,Title,"Default Title",,,,,KHRM00356687,169
813424022745-acure-scrub-body-coffee-energzg-6-fo,Title,"Default Title",,,,,KHRM00356688,75
813424021991-acure-seriously-soothing-24hr-moisture-lotion-8-fo,Title,"Default Title",,,,,KHRM00335474,327
813424021434-acure-seriously-soothing-biocellulose-facial-gel-mask-1-ea,Title,"Default Title",,,,,KHFM00322331,398
813424021175-acure-seriously-soothing-blue-tansy-facial-night-oil-1-fl-oz,Title,"Default Title",,,,,KHFM00313689,182
854049002453-acure-seriously-soothing-facial-cleansing-cream-4-fl-oz,Title,"Default Title",,,,,KHFM00281556,317
854049002477-acure-seriously-soothing-facial-day-cream-1-7-fl-oz,Title,"Default Title",,,,,KHFM00281557,243
813424022301-acure-seriously-soothing-rose-water-and-watermelon-superfine-mist-2-fo,Title,"Default Title",,,,,KHRM00369110,0
813424021533-acure-seriously-soothing-under-eye-hydrogels-1-ea,Title,"Default Title",,,,,KHRM00339041,396
813424020963-acure-simply-smoothing-conditioner-coconut-marula-12-fl-oz,Title,"Default Title",,,,,KHFM00315356,0
813424020956-acure-simply-smoothing-shampoo-coconut-marula-12-fl-oz,Title,"Default Title",,,,,KHFM00315355,0
813424022813-acure-simply-smoothing-shampoo-8-fo,Title,"Default Title",,,,,KHRM00354730,281
813424021830-acure-soothing-micellar-water-cleansing-towelettes-30-towelletes,Title,"Default Title",,,,,KHFM00313867,562
854049002392-acure-the-essentials-marula-oil-1-fl-oz,Title,"Default Title",,,,,KHFM00281578,0
854049002200-acure-the-essentials-organic-moroccan-argan-oil-1-fl-oz,Title,"Default Title",,,,,KHFM00281563,139
813424022455-acure-ultra-hydrating-12-hour-facial-moisturizer-1-fo,Title,"Default Title",,,,,KHRM00362925,228
813424022714-acure-ultra-hydrating-cucumber-and-hyaluronic-superfine-mist-2-fo,Title,"Default Title",,,,,KHRM00369109,0
813424022776-acure-ultra-hydrating-shampoo-8-fo,Title,"Default Title",,,,,KHRM00354731,454
813424021618-acure-unicorn-shimmer-shampoo-8-fo,Title,"Default Title",,,,,KHRM00345372,0
813424022851-acure-vivacious-volume-shampoo-8-fo,Title,"Default Title",,,,,KHRM00354734,291
813424021571-acure-wave-curl-color-wellness-shampoo-8-fo,Title,"Default Title",,,,,KHRM00345370,0
897085000939-adagio-candy-cane-holiday-tea-15-bg,Title,"Default Title",,,,,KHCH00130781,0
897085000977-adagio-cranberry-holiday-tea-15-bg,Title,"Default Title",,,,,KHCH00130799,0
897085000960-adagio-pumpkin-spice-holiday-tea-15-bg,Title,"Default Title",,,,,KHCH00130773,0
650150131583-adams-rib-rubb-rub-rib-original-7-5-oz,Title,"Default Title",,,,,KHRM00374965,233
650150802568-adams-rib-rubb-rub-rib-spicy-7-5-oz,Title,"Default Title",,,,,KHRM00374970,396
618191151298-ag-ferrari-basil-pesto-spread-6-35-oz,Title,"Default Title",,,,,KHLV00309709,0
618191151359-ag-ferrari-black-olive-spread-6-35-oz,Title,"Default Title",,,,,KHLV00309706,0
618191265018-ag-ferrari-black-truffle-almonds-4-oz,Title,"Default Title",,,,,KHLV00307570,0
618191151229-ag-ferrari-diavola-seasoning-salt-6-oz,Title,"Default Title",,,,,KHLV00307562,0
618191150840-ag-ferrari-grissini-olive-oil-cracker-5-3-oz,Title,"Default Title",,,,,KHLV00307540,0
618191151045-ag-ferrari-organic-bucatini-pasta-9-oz,Title,"Default Title",,,,,KHLV00305819,0
618191151021-ag-ferrari-organic-pasta-fusilloni-17-5-oz,Title,"Default Title",,,,,KHLV00305816,0
618191151014-ag-ferrari-organic-pasta-penne-lisce-17-5-oz,Title,"Default Title",,,,,KHLV00305810,0
618191151052-ag-ferrari-organic-pasta-rigatoni-17-5-oz,Title,"Default Title",,,,,KHLV00305812,0
618191151212-ag-ferrari-seasoning-truffle-sea-salt-4-oz,Title,"Default Title",,,,,KHLV00307529,0
618191151038-ag-ferrari-spaghetti-pasta-organic-17-5-oz,Title,"Default Title",,,,,KHLV00307528,0
618191151311-ag-ferrari-spread-arugula-pesto-6-35-oz,Title,"Default Title",,,,,KHLV00309707,0
618191151328-ag-ferrari-spread-bruschetta-6-35-oz,Title,"Default Title",,,,,KHLV00309710,0
618191150826-ag-ferrari-taralli-fennel-5-3-oz,Title,"Default Title",,,,,KHLV00307564,0
618191150833-ag-ferrari-taralli-olive-oil-crackers-5-3-oz,Title,"Default Title",,,,,KHLV00307541,0
618191150819-ag-ferrari-taralli-tomato-herb-5-3-oz,Title,"Default Title",,,,,KHLV00307565,0
618191151236-ag-ferrari-tuscan-sea-salt-6-oz,Title,"Default Title",,,,,KHLV00307563,0
044082033419-again-cashew-creamy-butter-unsweetened-and-salt-free-16-oz,Title,"Default Title",,,,,KHLV00010869,845
892453001013-against-the-grain-gourmet-original-rolls-12-50-oz,Title,"Default Title",,,,,KHLV00108093,0
892453001051-against-the-grain-gourmet-sesame-bagels-14-oz,Title,"Default Title",,,,,KHLV00108095,0
892453001105-against-the-grain-gluten-free-pesto-pizza-24-oz,Title,"Default Title",,,,,KHFM00259960,4
892453001082-against-the-grain-gluten-free-three-cheese-pizza-24-oz,Title,"Default Title",,,,,KHFM00259952,0
892453001037-against-the-grain-gourmet-baguettes-original-15-oz,Title,"Default Title",,,,,KHFM00288944,0
892453001167-against-the-grain-pepperoni-pizza-gluten-free-24-oz,Title,"Default Title",,,,,KHFM00788588,0
878877000245-agromonte-bruschetta-cherry-tomato-7-05-oz,Title,"Default Title",,,,,KHRM00345035,0
878877000146-agromonte-bruschetta-chy-tmto-artck-7-05-oz,Title,"Default Title",,,,,KHRM00345039,0
878877000153-agromonte-bruschetta-olv-chry-tmato-7-05-oz,Title,"Default Title",,,,,KHRM00345036,0
878877000054-agromonte-cherry-tomato-pasta-sauce-with-ricotta-cheese-20-46-oz,Title,"Default Title",,,,,KHRM00336557,0
878877000030-agromonte-cherry-tomato-pasta-sauce-with-roasted-garlic-20-46-oz,Title,"Default Title",,,,,KHRM00336556,0
878877000825-agromonte-norma-with-eggplant-pasta-sauce-20-46-oz,Title,"Default Title",,,,,KHRM00348601,0
878877000108-agromonte-pasta-and-pasta-sauce-gift-box-1-ct,Title,"Default Title",,,,,KHRM00343606,0
878877000023-agromonte-sauce-pasta-cherry-tomato-20-46-oz,Title,"Default Title",,,,,KHFM00335276,0
888003174887-agromonte-sauce-pasta-classic-330-g,Title,"Default Title",,,,,KHFM00317488,0
878877000818-agromonte-sauce-ylw-chry-tomato-20-46-oz,Title,"Default Title",,,,,KHRM00348600,0
855754007245-agua-bucha-water-sprk-kmbch-inf-grfr-12-fo,Title,"Default Title",,,,,KHCH00393639,84
855754007252-agua-bucha-water-sprk-kmbch-inf-lemn-12-oz,Title,"Default Title",,,,,KHCH00393641,84
855754007238-agua-bucha-water-sprk-kmbch-inf-lime-12-fo,Title,"Default Title",,,,,KHCH00393640,84
073992161110-ah-so-bbq-chinese-style-sauce-squeeze-15-oz,Title,"Default Title",,,,,KHLV00363598,2388
073992001119-ah-so-chinese-style-sauce-pork-chicken-barbecue-spareribs-11-oz,Title,"Default Title",,,,,KHLV00231907,7231
073992001140-ah-so-dipping-sauce-15-oz,Title,"Default Title",,,,,KHLV00292791,0
073992001133-ah-so-duck-sauce-10-oz,Title,"Default Title",,,,,KHLV00231901,0
070258070001-ah-so-hoisin-sauce-natural-gluten-free-8-oz,Title,"Default Title",,,,,KHLV00302931,0
070258070018-ah-so-peking-duck-sauce-natural-gluten-free-7-oz,Title,"Default Title",,,,,KHLV00302932,0
070258070025-ah-so-sesame-oil-natural-gluten-free-5-oz,Title,"Default Title",,,,,KHLV00302933,0
760519100201-ah-laska-organic-chocolate-syrup-22-oz,Title,"Default Title",,,,,KHFM00016261,0
011013740074-air-scense-air-freshener-lavender-7-oz,Title,"Default Title",,,,,KHFM00288530,168
011013720076-air-scense-air-freshener-lime-7-oz,Title,"Default Title",,,,,KHFM00288225,139
011013710077-air-scense-air-freshener-orange-7-oz,Title,"Default Title",,,,,KHFM00288233,108
011013730075-air-scense-air-freshener-vanilla-7-oz,Title,"Default Title",,,,,KHLV00037218,2
647865185727-airborne-assorted-fruit-flavored-gummies-21-pc,Title,"Default Title",,,,,KHLV00125774,0
647865185734-airborne-assorted-fruit-flavored-gummies-42-pc,Title,"Default Title",,,,,KHLV00125780,0
647865962991-airborne-assorted-fruit-flavored-immune-support-gummies-63-un,Title,"Default Title",,,,,KHRM00350042,0
647865100942-airborne-effervescent-tablets-very-berry-10-pc,Title,"Default Title",,,,,KHLV00125764,0
647865903857-airborne-elderberry-immune-support-chewable-tablets-32-tb,Title,"Default Title",,,,,KHRM00370750,0
647865903789-airborne-elderberry-immune-support-effervescent-tablets-20-tb,Title,"Default Title",,,,,KHRM00370741,0
647865903697-airborne-elderberry-immune-support-gummies-60-un,Title,"Default Title",,,,,KHRM00358510,0
647865202219-airborne-immune-support-supplement-tablets-berry-32-pc,Title,"Default Title",,,,,KHLV00125766,0
647865203346-airborne-immune-support-supplement-tablets-citrus-32-pc,Title,"Default Title",,,,,KHLV00125768,0
647865185765-airborne-kids-assorted-fruit-flavored-immune-support-gummies-42-un,Title,"Default Title",,,,,KHRM00372692,0
647865995449-airborne-kids-immune-chew-berry-32-tb,Title,"Default Title",,,,,KHRM00370740,0
647865903888-airborne-kids-immune-elderberry-50-un,Title,"Default Title",,,,,KHRM00370723,0
647865974055-airborne-plus-probiotic-gummies-42-un,Title,"Default Title",,,,,KHRM00370751,0
647865908463-airborne-very-berry-immune-support-gummies-21-un,Title,"Default Title",,,,,KHRM00370969,0
647865900528-airborne-very-berry-immune-support-gummies-42-un,Title,"Default Title",,,,,KHRM00370732,0
647865962984-airborne-zesty-orange-effervescent-tablets-20-tb,Title,"Default Title",,,,,KHRM00370731,0
647865100300-airborne-zesty-orange-effervescent-tablets-30-tb,Title,"Default Title",,,,,KHRM00350040,0
647865949992-airborne-zesty-orange-immune-support-gummies-21-un,Title,"Default Title",,,,,KHRM00370744,0
647865955665-airborne-zesty-orange-immune-support-gummies-42-un,Title,"Default Title",,,,,KHRM00350026,0
850023628015-airly-crackers-cheddar-chz-7-5-oz,Title,"Default Title",,,,,KHCH00383041,764
850023628008-airly-crackers-chocolate-oats-7-5-oz,Title,"Default Title",,,,,KHCH00383040,830
850023628039-airly-crackers-salted-caramel-7-5-oz,Title,"Default Title",,,,,KHCH00383044,726
850023628022-airly-crackers-sea-salt-oat-7-5-oz,Title,"Default Title",,,,,KHCH00383043,321
846670001417-aiya-gyokuro-tea-organic-1-bx,Title,"Default Title",,,,,KHLV00284887,0
846670002568-aiya-infused-genmaicha-organic-matcha-1-ea,Title,"Default Title",,,,,KHCH00392610,254
846670002544-aiya-infused-gyokuro-organic-matcha-1-ea,Title,"Default Title",,,,,KHCH00392611,246
846670002551-aiya-infused-sencha-organic-matcha-1-ea,Title,"Default Title",,,,,KHCH00392612,252
846670000410-aiya-matcha-ceremonial-30-gm,Title,"Default Title",,,,,KHRM00082982,0
846670002230-aiya-matcha-sweetnd-togo-stick-1-ea,Title,"Default Title",,,,,KHRM00366801,0
846670001431-aiya-organic-matcha-infused-genmaicha-tea-30-gm,Title,"Default Title",,,,,KHLV00284790,0
071757055438-ajinomoto-gyu-don-12-oz,Title,"Default Title",,,,,KHCH00297016,0
071757340077-ajinomoto-hondashi-bonito-soup-stock-2-11-oz,Title,"Default Title",,,,,KHCH00307840,0
999999015181-ak-mak-sesame-cracker-original-2-pk,Title,"Default Title",,,,,KHCH00015180,0
081475578935-al-dente-basil-fettuccine-noodles-12-oz,Title,"Default Title",,,,,KHFM00022085,324
081475405569-al-dente-carba-nada-egg-fettuccine-noodles-10-oz,Title,"Default Title",,,,,KHFM00150234,56
081475716887-al-dente-carba-nada-roasted-garlic-fettucine-noodles-10-oz,Title,"Default Title",,,,,KHFM00150235,1422
081475248364-al-dente-chickpea-turmeric-pasta-8-oz,Title,"Default Title",,,,,KHFM00335199,687
081475324563-al-dente-egg-fettucine-noodles-12-oz,Title,"Default Title",,,,,KHFM00023959,1179
081475820140-al-dente-fiesta-tri-color-noodles-fettuccine-12-oz,Title,"Default Title",,,,,KHFM00018543,0
081475948752-al-dente-garlic-herb-pappardelle-12-oz,Title,"Default Title",,,,,KHRM00603320,603
081475998474-al-dente-garlic-parsley-fettuccine-pasta-12-oz,Title,"Default Title",,,,,KHFM00022088,386
081475209723-al-dente-garlic-parsley-gluten-free-pasta-spirals-8-oz,Title,"Default Title",,,,,KHLV00258668,0
081475389753-al-dente-gluten-free-spinach-pasta-spirals-8-oz,Title,"Default Title",,,,,KHLV00258653,0
081475198423-al-dente-green-pea-wild-garlic-plant-based-pasta-8-oz,Title,"Default Title",,,,,KHFM00335197,561
081475725438-al-dente-lemon-chive-fettuccine-pasta-12-oz,Title,"Default Title",,,,,KHFM00053578,279
081475691535-al-dente-pappardelle-pasta-noodles-golden-egg-12-oz,Title,"Default Title",,,,,KHFM00268256,3169
81475527018-al-dente-pasta-carba-nada-fusilli-12-oz,Title,"Default Title",,,,,KHRM00389206,0
081475692419-al-dente-pasta-chia-vegan-spinach-10-oz,Title,"Default Title",,,,,KHFM00070278,0
081475912340-al-dente-pasta-fttccne-3pppr-12-oz,Title,"Default Title",,,,,KHRM00018265,0
081475111910-al-dente-pasta-fttccne-lc-lmn-pepper-10-oz,Title,"Default Title",,,,,KHRM00067165,300
081475428629-al-dente-pasta-gldn-bonnetti-12-oz,Title,"Default Title",,,,,KHRM00326676,0
081475336788-al-dente-pasta-linguinie-egg-12-oz,Title,"Default Title",,,,,KHRM00018267,2
081475962345-al-dente-pasta-squid-ink-fettuccine-10-oz,Title,"Default Title",,,,,KHLV00065502,0
081475714128-al-dente-pasta-whole-wheat-fettuccine-12-oz,Title,"Default Title",,,,,KHLV00066753,0
081475945676-al-dente-pasta-wild-mushroom-fettuccine-10-oz,Title,"Default Title",,,,,KHLV00065441,2
81475348415-al-dente-pure-and-simple-yellow-lentil-8-oz,Title,"Default Title",,,,,KHRM00374971,0
081475156423-al-dente-red-lentil-sweet-potato-plant-based-pasta-8-oz,Title,"Default Title",,,,,KHFM00335198,839
081475901238-al-dente-spicy-sesame-linguine-noodles-12-oz,Title,"Default Title",,,,,KHLV00760314,0
081475062809-al-dente-spinach-farfalletti-pasta-12-oz,Title,"Default Title",,,,,KHRM00326675,750
081475347890-al-dente-spinach-fettuccine-pasta-12-oz,Title,"Default Title",,,,,KHFM00023189,1404
081475453218-al-dente-spinach-linguine-12-oz,Title,"Default Title",,,,,KHFM00065439,0
081475400281-al-dente-turmeric-pinchetti-pasta-12-oz,Title,"Default Title",,,,,KHLV00326677,0
711464506693-al-fez-apricot-coriander-sauce-15-8-oz,Title,"Default Title",,,,,KHRM00384775,259
711464506785-al-fez-harissa-paste-3-5-oz,Title,"Default Title",,,,,KHRM00384791,162
711464506747-al-fez-lebanese-style-falafel-mix-5-3-oz,Title,"Default Title",,,,,KHRM00384789,786
711464506754-al-fez-lebanese-style-tabouleh-5-3-oz,Title,"Default Title",,,,,KHRM00384788,870
